author,ai_lines,total_lines,is_ai_commit,commit_id,date,message
JosephSheng,0,5487,true,d59d3d954bef9aa8e50621423788101af3511792,2026-06-29 15:14:54,feat: 添加agent onboard配置和ai-code-tracker技能
